"EDR092812","Textus secundum (1)<br>in minuti caratteri (1)"
"EDR168057","Textus et mensurae secundum (3). Contulerunt et emendaverunt Benefiel, DiBiasie-Sammons, et Helms (AGP) a. 2019.<br>v. 1: G GAVDANVS [- - -]+ELLI ++ + AENVIVV (1); G GAVD`I´ANI&#803; M&#803;[AR]CELLI [.?] FAENVN (2).<br>v. 1: ""Prima littera temere opinor bis scripta est"" (1); littera G bis scripta, sed prima alia cuspide exarata, esse videtur. (3)<br>v. 1: Linea alia, quae ut littera I etiam legitur (2), per litteram D currit, sed fortasse aliena est (3).<br>v. 1: FAENVN fortasse errore pro FAENVM scriptum (2)<br>Pone EDR168005, EDR168004"
"EDR168036","Textus et mensurae secundum (2); Periit (3). Contulerunt Sypniewski et Benefiel (AGP) a. 2019 et non invenerunt.<br>Locus inventionis in striis 15-17 secundum (1), (3)<br>vv. 1-2: lectio est minime certa (3) "
"EDR167817","Textus secundum (1)(3), mensurae secundum (3). Contulerunt DiBiasie-Sammons et Helms (AGP) a. 2019.<br>v. 3: ultimae tres litterae lapsu tectorii perierunt (3).<br>Fortasse eadem manu EDR167424, EDR167540 (1)<br>Ante EDR167819<br>Pone EDR167540"
"EDR167818","Textus secundum (1), mensurae secundum (3). Contulerunt DiBiasie-Sammons et Helms (AGP) a. 2019.<br>Pone EDR167819<br>Supra EDR167819, EDR167775"
"EDR167819","Textus et mensurae secundum (2)(4). Contulerunt DiBiasie-Sammons et Helms (AGP) a. 2019.<br>v. 1: ELACIAS CVR(ATOR) OTHO QVI(NTINVS) ESSE(DARII) APSOTVS VAL(ETVDINARIVS) (1). ex apographo Garrucci ELACIASS·C clare scariphatum esse videtur. <br>Titulus lapsu tectorii iam valde mutilus (4).<br>Pone EDR167817<br>Sub EDR167818<br>Supra EDR167774"
"EDR167407","Textus secundum (2). Maxima ex parte perierunt (3), periit (4). Contulerunt et non invenerunt tectorii lapsu Benefiel et Sypniewski (AGP) a. 2019.<br>v. 1: ANT(h)VS (1), AHTVS, Intellegerim: Ant(h)us (2)<br>v. 1: si titulus a Della Corte recte lectus est ATHVS pro ANTHVS, APAIS verbum Graecum Latine scriptum? (4)<br>v. 1: Nei grossi ma dubbi segni, di altezza varia e spaziati, incisi su queste baccellature rimane dubbio se si possa leggere (1)<br>In eadem columna EDR167404 (stria 1); EDR167405, EDR167409 (stria 4); EDR167406 (stria 11); EDR167408 (stria 18)"
"EDR167650","Textus et mensurae secundum (2). Contulerunt Benefiel, Zimmermann Damer, et Sypniewski (AGP); pauca vestigia adhuc extant a. 2019.<br>In campo ad amphitheatrum nomen Primus ter invenitur: EDR127809 (col. XXXV),  EDR128056 (col. LXXIII), et EDR167650 (hic)."
"EDR168906","Textus secundum (1)"
"EDR167872","Textus et mensurae secundum (2). Contulerunt Zimmermann Damer et Benefiel (AGP) a. 2019; vestigia sola nunc remanent.<br>Nomen DORCAS ter in hac columna videtur, cf. etiam EDR167870 et EDR167873.<br>v. 2: SOLLEMNI, Marichal apud (3), SOLLEMINE (pro Solemne?) (2)<br>v. 3: caret apud (1)<br>Permulti tituli crebri in quinque striis eiusdem columnae inveniuntur: (stria 3) EDR160313; (stria 4) EDR167731, EDR167732, EDR167733; (stria 5) EDR167867, EDR167868, EDR167869, EDR167870, EDR167871; (stria 6) hic titulus, EDR167873, EDR167874, EDR167875; (stria 7) EDR167876, EDR167709, EDR168237<br>Etiam in eadem columna EDR167879, EDR167880, EDR167881"
"EDR167684","Apparatus: Textus et locus inventionis secundum (4). Contulerunt Sypniewski et Benefiel (AGP) a. 2019. <br>vv. 1-5: litteris variae altitudinis; tribus saltem manibus (2).  <br>Sunt aliae litterae in striis 13-17, neglegenter scriptae, quae ad alia exempla huius salutationis pertineant. <br>Paris notus actor. Idem nomen in multis titulis Pompeiis invenitur, cf. EDR168305 in Campo ad amphitheatrum (col. XCVI) et EDR076758, EDR145436, EDR149056, EDR149136, EDR149143, <br>EDR159800, EDR163697, EDR168139, in variis locis.<br><br>In eadem columna EDR167691, EDR167664 (stria 5); EDR167654, EDR168169 (stria 6); EDR167676 (stria 11); EDR167678 (stria 12); EDR167684 (striae 8, 9, 13, 15-16, 16-17)."
"EDR167722","Textus et mensurae secundum (2).  Contulerunt Sypniewski et Benefiel (AGP) a. 2019.<br>v. 1: SECIOLO (SALUTEM?) (1)-(2); II pro littera E scriptum.<br>In eadem columna EDR167703, EDR167704"
"EDR159692","Textus secundum (3); mensurae altitudinis (3)<br>v. 1: alt. 10,0 cm<br>v. 2: alt. 6,0 cm; ANNEIS pro ANNIS et II pro littera E scriptum.<br>v. 1-2: versus Verg. Aen. I.234."
"EDR167408","Textus secundum (2). Maxima ex parte perierunt (3), periit (4). Contulerunt et non invenerunt tectorii lapsu Benefiel et Sypniewski (AGP) a. 2019.<br>v. 2: ad perpendiculum (hic, sursum) scriptus<br>In eadem columna EDR167404 (stria 1); EDR167405, EDR167409 (stria 4); EDR167407 (striae 7-11); EDR167406 (stria 11)"
"EDR167113","Textus et mensurae secundum (3). Contulerunt et emendaverunt DiBiasie-Sammons, Helms, et Benefiel (AGP) a. 2019.<br>v. 1:  initium tituli non indicatur et quaedam litterae non recte lectae sunt apud (1).<br>v. 1: [- - -]CCCCXXVXXVCLXXV SDDCCC \ (1). Littera post S, P aut O pro D esse videtur (1); Ultima nota clausulae esse signum videtur (1), sed nec propinqua nec similis est (3).<br>Ante et supra EDR167839<br>Sub EDR167110"
"EDR167425","Textus et mensurae secundum (2). Periit (3)(4).  Contulerunt et non invenerunt Benefiel, Sypniewski et Zimmermann Damer (AGP) a. 2019.<br>In eadem columna EDR167426, EDR168078, EDR168080."
"EDR167427","Textus secundum (1)(4) et mensurae secundum (4). Contulerunt Benefiel, Sypniewski et Zimmermann Damer (AGP) a. 2019.<br>v. 2: MARC(ii) LI(bertus) (1); MARCI(i) LI(bertus) (2); Marc(ii?), LI (quinquagenta et unus) (4)<br>In eadem columna EDR167428, EDR167429, EDR167430, EDR167442, EDR167443, EDR160169."
"EDR167429"," Textus et mensurae secundum (2), periit (3)(4). Contulerunt et non invenerunt Benefiel, Sypniewski et Zimmermann Damer (AGP) a. 2019.<br>v. 1: Non so decidermi sull'interpretazione di questo titolctto (1), sensum non intellego (2).<br>In eadem columna EDR167427, EDR167428, EDR167430, EDR167442, EDR167443, EDR160169."
"EDR167482","Textus et mensurae secundum (2).  Contulerunt Sypniewski et Benefiel (AGP) a. 2019 et non invenerunt. Tectorio nunc abraso, periit (4). <br>v. 1: QVISCVS pro QVISQVIS<br>v. 1: Initium carminis notissimi Pompeiis. Cf. alia exempla: EDR077946, EDR125510, EDR161614, EDR161717, EDR161719, EDR161759, EDR162447<br>Prope EDR168305 (striae 14-15)<br>In eadem columna EDR168044, EDR168045, EDR168047, EDR168365"
"EDR167651","Textus secundum (2); mensurae secundum (4). Periit (3). Contulerunt Sypniewski et Benefiel (AGP); vestigia in tectorio corroso adhuc a. 2019 extant. <br>v. 1: MV(RMILLO?) (2)<br>Supra EDR167664	 (duo capita gladiatoria galeata)<br>Prope EDR167654 et EDR168169 (stria 6)<br>In eadem columna EDR167676 (stria 11), EDR167678 (stria 12), EDR167684 (striae 8, 9, 13, 15-16, 16-17)."
"EDR167654","Textus secundum (2); mensurae secundum (4). Periit (3). Contulerunt Sypniewski et Benefiel (AGP); vestigia in tectorio corroso adhuc a. 2019 extant. <br>Supra  EDR168169 (caput hominis ad sin.)	 <br>Prope EDR167691 et EDR167664 (stria 5)	<br>In eadem columna EDR167676 (stria 11), EDR167678 (stria 12), EDR167684 (striae 8, 9, 13, 15-16, 16-17)."
"EDR167676"," Textus et mensurae secundum (2); periit (3).  Contulerunt Sypniewski et Benefiel (AGP) a. 2019 et non invenerunt.<br><br>Prope EDR167678 (stria 12)<br>In eadem columna EDR167691, EDR167664 (stria 5); EDR167654, EDR168169 (stria 6); EDR167684 (striae 8, 9, 13, 15-16, 16-17).	"
"EDR167678","Textus et mensurae secundum (2). Periit (3).  Contulerunt Sypniewski et Benefiel (AGP) a. 2019 et non invenerunt.<br>v. 1: B supra VS de v. 2<br>v. 2: II pro littera E scripta<br>Prope EDR167676 (stria 11)<br>In eadem columna EDR167691, EDR167664 (stria 5); EDR167654, EDR168169 (stria 6); EDR167684 (striae 8, 9, 13, 15-16, 16-17)."
"EDR168047","Textus et mensurae secundum (4). Contulerunt Sypniewski et Benefiel (AGP) a. 2019.<br>v. 1: PV[N]N[I]CO (per Punico?) SAL(VTEM) (1); PV[N]N[I]CO (N geminata) SAL(VTEM) (2).<br>Titulus trans duas strias et fasciolam scriptus est.<br>v. 1: Littera P altior multo aliis litteris; alt. P - 8,3 cm, alt. alterae litterae - 2,0-2,9 cm<br><br>Prope EDR168044 (stria 5)<br>Infra EDR168045 (striae 7)<br>In eadem columna EDR167482, EDR168305, EDR168365"
"EDR167862","Textus secundum (1), periit (2). Frustra quaesiverunt DiBiasie-Sammons et Helms (AGP) a. 2019.<br>v. 1: Stelio est nomen equi? Cf. indices p. 754 (1).<br>v. 1: II pro E scriptum est.<br>v. 1: Stulio vel Stirio legi potest (1).<br>In EDR167863. Pone EDR167825 (figura equi) (2)."
"EDR167835","Textus secundum (1). Periit (2). Frustra quaesiverunt DiBiasie-Sammons et Helms (AGP) a. 2019.<br>v. 1: F alta 3,5 cm (1)<br>De eodem nomine, prope (1), cf. EDR167818"
"EDR167986","Textus secundum et mensurae secundum (2).  Contulerunt Sypniewski et Benefiel (AGP); vestigia in tectorio corroso adhuc a. 2019 extant. <br>v. 1: INTES(tatus, vel -o) (2) <br>In eadem columna EDR167971, EDR167972, EDR167974, EDR167975, EDR167976, EDR160168, EDR147882	"
"EDR167699","Textus secundum (4), aliter (1)(2). Contulerunt Sypniewski et Benefiel (AGP) a. 2019.<br>Stria 15: P periit.<br>Stria 16: R, R (1)<br><br>Mensurae secundum (4)<br>stria 15: alt.: 1,4; lat.: 0,8<br>stria 16: A prima alt.: 2,2; lat.: 0,9. A secunda alt.: 6,4; lat.: 0,9.<br>stria 17: alt.: 4,3; lat.: 1,2<br><br>Litterae singulares in tribus striis altitudinum variarum (2),(4).<br>Prope EDR167673 (stria 13), EDR167674 et EDR167679 (stria 14), EDR167701 (stria 15), EDR167702 (stria 17)<br>In eadem columna EDR167672 (stria 7)"
"EDR167701","Textus secundum (2), mensurae secundum (4). Contulerunt Sypniewski et Benefiel (AGP) a. 2019.<br>v. 2: MODESTYS (2)<br>v. 3: Postumius invenitur Pompeiis ad EDR074683 et EDR147651, cf. Quintus Postumius Modestus (Stabiae) ad EDR111986.<br>Prope EDR167673 (stria 13), EDR167674 et EDR167679 (stria 14), EDR167699 (striae 15-17), EDR167702 (stria 17)<br>In eadem columna EDR167672 (stria 7)"
"EDR167702","Textus secundum (3).  Contulerunt Benefiel e Sypniewski (AGP) ad apographa apud (1)-(2) a. 2019.  Periit (3). Contulerunt Benefiel e Sypniewski (AGP) a. 2019 et non invenerunt. Emendaverunt ad apographa apud (1)-(2).<br>v. 1: Dubbia è la lezione . . . CUM E VANAS (??) (=SUME URNAS ?) (1); SUME URNAS (?) (2)<br>Prope EDR167673 (stria 13), EDR167674 et  EDR167679 (stria 14),  EDR167701 (stria 15), EDR167699 (striae 15-17) <br>In eadem columna EDR167672 (stria 7)"
"EDR167836","Textus secundum (1). Periit (3). Frustra quaesiverunt DiBiasie-Sammons et Helms (AGP) a. 2019.<br>In (2) tantum est mentio huius tituli iam male corrosi et titulus ipse non includitur.<br>v. 1: ad initium, &#7944;&#946;&#961;&#948;&#940;&#961; ut nomen orientale intellegitur (1), sed fortasse dubium est.<br>v. 2: ad initium, &#8125;&#924;&#951;&#961;&#959;&#940;&#946; ut nomen orientale intellegitur (1) sed fortasse dubium est.<br>v. 1-3: hi versus lineis in forma rectanguli complexi sunt ut videtur (1)<br>v. 3-4: fortasse &#964;&#972;&#964;&#949; (?) &#947;&#8048;&#961; &#913;&#7984;&#947;&#973;&#960;[&#964;&#953;&#959;&#953;] &#7956;&#960;&#949;&#956;&#960;[&#959;&#957;] | &#7936;&#957;&#947;&#941;[&#955;&#959;&#965;&#962;]? (1)<br>Supra EDR167835 (2)"
"EDR167837","Textus secundum (2)(4), mensurae secundum (4). Contulerunt DiBiasie-Sammons et Helms (AGP) a. 2019.<br>v. 1-4: Textus in (1) legitur sic: LIIVC[A]DVS DEDICAPI[T] VETIO[M] PAGANIS : MAL[E] VIX[IT] TE TESTIFICO.<br>v. 1: a. 2019 solum vestigia remanent (4).<br>v. 2: ad extremum, DICARE fuisse potest (2).<br>v. 4: TESTIFICO activum pro TESTIFICOR deponens (3).<br>In v. 1 huius tituli scriptus est titulus EDR167552, in v. 3 EDR167573.<br>Pone EDR167842, EDR167830"
"EDR167860","Textus secundum (1). Periit (2). Frustra quaesiverunt DiBiasie-Sammons et Helms (AGP) a. 2019.<br>v. 1: D alta 17,5 cm. (1)<br>In hoc titulo titulus EDR167861 scriptus est. Iuxta EDR167552. (1)"
"EDR167861","Textus secundum (1). Periit (2). Frustra quaesiverunt DiBiasie-Sammons et Helms (AGP) a. 2019.<br>v. 1: septima linea longior est (1).<br>Hae notae numerales ad finem tituli EDR167860 scariphatae sunt (1)."
"EDR167884","Mensurae secundum (2); Periit (3)(4). Contulerunt et, tectorio corroso, non invenerunt Benefiel, Sypniewski et Zimmermann Damer (AGP) a. 2019.<br>v. 1: SAMNIS(S) (1); SAMNI(S) (2)<br>v. 2: QVA(N)T(VM) (1), QVINT pro qu[a]nt(um) (2)<br>vv. 3-4: II pro littera E scripta<br>v. 4: FELICIO(NI) (2)<br>vv. 5-6: SAL/(VTEM) (asses) II(?) (1); SA/L(VTEM), litterae L nota numeralis II superscripta (2)<br>Supra EDR167885, EDR167887, EDR167889<br>In eadem columna EDR167890, EDR167892<br>EDR167894, EDR167710, EDR167711"
"EDR167885","Textus secundum (2); mensurae secundum (2) sine mensuris altitudinis litterarum, quae ex apographo apud (3) ab AGP correctae sunt a. 2019. Periit (3) (4). Contulerunt et, tectorio corroso, non invenerunt Benefiel, Sypniewski et Zimmermann Damer (AGP) a. 2019. <br>vv. 1-2: FELICIO(NI?) / VERVS (DEBET?) (2); II pro littera E scripta<br>v. 3: VIIII (ASSES) (2)<br>Infra EDR167884 et supra EDR167887, EDR167889<br>In eadem columna EDR167890, EDR167892, EDR167894, EDR167710, EDR167711"
"EDR167887","Textus et mensurae secundum (2); periit (3)(4). Contulerunt et, tectorio corroso, non invenerunt Benefiel, Sypniewski et Zimmermann Damer (AGP) a. 2019. <br>Titulus cum EDR167889 apud (1) coniunctus est.<br>v. 2: A(SSES) VIS (1)<br>vv. 1-4: VERVS / A(SSES) (DEBET) VI S(EMIS). / QVA(NTVM)? / VERVS (DEBET) (2)<br>vv. 1 et 4: II pro littera E scripta<br>Infra EDR167885 et EDR167887, supra EDR167889<br>In eadem columna EDR167890, EDR167892, EDR167894, EDR167710, EDR167711"
"EDR167889","Textus et mensurae secundum (2); periit (3)(4). Contulerunt et, tectorio corroso, non invenerunt Benefiel, Sypniewski et Zimmermann Damer (AGP) a. 2019. <br>Titulus cum EDR167887 apud (1) coniunctus est<br>v. 2: II pro littera E scriptum<br>v. 3: (ASSES) X (1); (DEBET ASSES) X (2)<br>Infra EDR167884, EDR167885, EDR167887<br>In eadem columna EDR167890, EDR167892, EDR167894, EDR167710, EDR167711"
"EDR167890","Textus secundum (4); mensurae secundum (2). Periit (3)(4). Contulerunt et, tectorio corroso, non invenerunt Benefiel, Sypniewski et Zimmermann Damer (AGP) a. 2019. <br>v. 1: . . . . . VATOR (1); VATOR, cf. nota ad CIL 04, 09005, vel (IRRU)M&#803;ATOR (2)   <br>Litteris minutis scriptus est (2).<br>In eadem columna EDR167884, EDR167885, EDR167887, EDR167889, EDR167892, EDR167894, EDR167710, EDR167711"
"EDR167892","Textus secundum (3), periit (3). Tectorio corroso, non invenerunt Benefiel, Sypniewski et Zimmermann Damer (AGP) a. 2019. Contulerunt Benefiel et Sypniewski ad apographum apud (2).<br>v. 1: lectio incerta est.<br>v. 1: VA(LE) (I)RRUMATO(R)(??) (2)<br>In eadem columna EDR167884, EDR167885, EDR167887, EDR167889, EDR167890, EDR167894, EDR167710, EDR167711"
"EDR167894","Textus secundum (1)(3) et mensurae secundum (2); periit (3). Contulerunt et, tectorio corroso, non invenerunt Benefiel, Sypniewski et Zimmermann Damer (AGP) a. 2019. <br>strias 16-17: Contulit Sypniewski ad schedas Della Corte apud Institum Getty a. 2018, in quibus litterae plane in duabus striis videntur.  <br>v. 1: CSR, Cer(to?) (2)<br>vv. 1-3, striae 16-17: CER(TO) / S/A(LUTEM) (1); GER...(vel CER) / S/A(LUTEM) (2)<br>In eadem columna EDR167884, EDR167885, EDR167887, EDR167889, EDR167890, EDR167892, EDR167710, EDR167711"
"EDR167897","Textus secundum (2), qui nullam lectionem dat. Frustra quaesiverunt DiBiasie-Sammons et Helms (AGP) a. 2019. Fortasse est in Museo Archeologico Nazionale di Napoli cum titulo EDR167788 (= CIL 04, 02450) qui olim sub hunc fuerat (3).<br>v. 1: MMR · AM · F Q NARNIVM me (1). In apographo apud (1) sunt alia vestigia, fortasse litterae?<br>Pone EDR167863 (2).<br>Supra EDR167788 (2)."
"EDR167910","Textus et mensurae secundum (4).  Contulerunt Sypniewski et Benefiel (AGP) a. 2019.<br>v. 1: PRIMA / CX (1) sed hae duae letterae CX ad EDR167909 pertinent (SEVERVS IVLIVS CX). Hae litterae CX cum hoc titulo coniunctae erant apud (1)-(3), diversa et crassiore cuspide exarat[ae] (3) et in eadem manu ut EDR167909 scriptae sunt (4).<br><br>Prope EDR167909, EDR167944<br>In eadem columna EDR167945, EDR167946, EDR167947, EDR167683, EDR167686	<br>"
"EDR167944","Textus secundum (2), mensurae secundum (4).  Contulerunt Sypniewski et Benefiel (AGP) a. 2019.<br>Prope EDR167909, EDR167910<br>In eadem columna EDR167945, EDR167946, EDR167947, EDR167683, EDR167686	"
"EDR167945","Textus et mensura secundum (2), periit (3)(5). Contulerunt et non invenerunt Sypniewski et Benefiel (AGP) ad a. 2019.<br>In eadem columna EDR167909, EDR167910, EDR167944, EDR167946, EDR167947, EDR167686, EDR167683"
"EDR167946","Textus et mensura secundum (2). Contulerunt Sypniewski et Benefiel (AGP) a. 2019 et non invenerunt.  Tectorio nunc abraso, periit (4).    <br>v. 1:  L DECIDIVS (1); L. DEC[I]D[I]VS (2) i.e. L. DEC(I)D(I)VS?<br>Prope EDR167683 et EDR167686 (stria 17), EDR167947 (stria 20)<br>In eadem columna EDR167909, EDR167910, EDR167944, EDR167945"
"EDR167947","Textus secundum (2).  Contulerunt Sypniewski et Benefiel (AGP) a. 2019 et non invenerunt.  Tectorio nunc abraso, periit (4).  <br>Prope EDR167683 et EDR167686 (stria 17), EDR167946 (stria 19)<br>In eadem columna EDR167909, EDR167910, EDR167944, EDR167945"
"EDR167948","Textus et mensurae secundum (2). mensurae secundum (2). Contulerunt Zimmermann Damer et Benefiel (AGP) a. 2019, tantum vestigia exstant.<br>v. 1: lectio dubia est (4); M. SITA (??) (1), M. SITA(?) (2)<br>Infra EDR167713 et supra EDR147923<br>In eadem columna EDR167712, EDR167952, EDR167951."
"EDR167951","Textus et mensurae secundum (2); periit (3)(4). Contulerunt et, tectorio corroso, non invenerunt Benefiel, Sypniewski et Zimmermann Damer (AGP) a. 2019.<br>De eodem nomine, vide EDR167504<br>In eadem columna EDR167712, EDR167948, EDR167713, EDR147923, EDR167952"
"EDR167952","Textus secundum (2) et mensurae secundum (4). Contulerunt Benefiel, Sypniewski et Zimmermann Damer (AGP) a. 2019.<br>v. 1: Fortasse initia trium nominum viri alicuius? (2)<br>In eadem columna EDR167712, EDR167948, EDR167713, EDR147923, EDR167951"
"EDR167971","Textus et mensurae secundum (2). Contulerunt Sypniewski et Benefiel (AGP) a. 2019 et non invenerunt. Tectorio nunc abraso, periit (4).  <br>v. 1: VXSOR pro VXOR (4); gravi cuspide incisus (2)<br>Supra EDR167972 (P(ublius) Siculus / Hermia), EDR147882 (circulus florem continens)<br>Prope EDR167974 (stria 6), EDR167975 (stria 7)<br>In eadem columna EDR167976, EDR160168, EDR167986"
"EDR167972","Textus secundum (5), mensurae secundum (2).  Contulerunt Sypniewski et Benefiel (AGP) a. 2019 et non invenerunt. Tectorio nunc abraso, periit (5).  <br>v. 1: SICVLVS pro SICVLIVS (2); litteris leviter incisis (2)<br>v. 2: HERMIA(S) (2), sed duo nomina HERMIA et HERMIAS pariter in titulis Latinis inveniuntur (4).<br>Infra EDR167971 (Uxsor) et supra EDR147882 (circulus florem continens)<br>Prope EDR167974 (stria 6), EDR167975 (stria 7)<br>In eadem columna EDR167976, EDR160168, EDR167986	"
"EDR167974","Textus et mensurae secundum (2). Contulerunt Sypniewski et Benefiel (AGP); tantum vestigia in tectorio corroso adhuc a. 2019 extant. <br>v. 3: LIGET pro LINGIT<br>v. 3: OPT supra ATVS de v. 4<br>Prope EDR167971, EDR167972, EDR147882 (stria 5), EDR167975 (stria 7)<br>In eadem columna EDR167976, EDR160168, EDR167986	"
